word,cefr_level,source,pos,meaning_ko,meaning_en,forms,category,word_code,sense_code,synonyms
saving,B2,LCMS_0729_0727_wordmeta,Noun,"저금, 아낀 돈",money that you keep for later,savings,Shopping & Money,W000009292,S000000002,"funds,reserves,stash"
saving,B2,LCMS_0729_0727_wordmeta,Noun,절약,the act of not wasting things,savings,Shopping & Money,W000009292,S000000003,"funds,reserves,stash"
moon,A1,LCMS_0729_0727_wordmeta,Noun,달,the big round object you see in the night sky,moons,Nature & Weather,W000009295,S000000001,satellite
moon,A1,LCMS_0729_0727_wordmeta,Noun,위성,a natural object that goes around a planet,moons,Science & Discovery,W000009295,S000000002,satellite
phone,Pre A1,LCMS_0729_0727_wordmeta,Noun,"전화, 전화기",a device to talk to people,phones,Technology & Media,W000009296,S000000001,"telephone,cell phone,mobile"
phone,Pre A1,LCMS_0729_0727_wordmeta,Verb,전화하다,to talk to someone using a phone,phones,Technology & Media,W000009296,S000000002,"telephone,cell phone,mobile"
slide,B1,LCMS_0729_0727_wordmeta,Noun,미끄러짐,the act of sliding,"slid,slides,sliding",Actions & Verbs,W000009298,S000000001,"glide,slip,skim"
slide,B1,LCMS_0729_0727_wordmeta,Noun,미끄럼틀,a structure for children to slide down,"slid,slides,sliding",Home & Objects,W000009298,S000000002,"glide,slip,skim"
slide,B1,LCMS_0729_0727_wordmeta,Verb,미끄러지다,to move smoothly on a surface,"slid,slides,sliding",Actions & Verbs,W000009298,S000000003,"glide,slip,skim"
slide,B1,LCMS_0729_0727_wordmeta,Verb,미끄럼틀을 타다,to go down a slide,"slid,slides,sliding",Actions & Verbs,W000009298,S000000004,"glide,slip,skim"
sticky,B1,LCMS_0729_0727_wordmeta,Adjective,"끈적거리는, 달라붙는",sticking to other things easily,"stickier,stickiest",Body & Senses,W000009299,S000000001,"adhesive,gooey,tacky"
sticky,B1,LCMS_0729_0727_wordmeta,Adjective,"후덥지근한, 끈적거리는","hot and wet, making you sweat","stickier,stickiest",Nature & Weather,W000009299,S000000002,"adhesive,gooey,tacky"
excessive,B2,LCMS_0729_0727_wordmeta,Adjective,"지나친, 너무 많은",more than is needed or normal,"more excessive,most excessive",Abstract Concepts,W000009301,S000000001,"extreme,immoderate,undue"
flesh,C1,LCMS_0729_0727_wordmeta,Noun,과일 살,the soft part of a fruit,,Food & Drink,W000009303,S000000001,"meat,pulp"
flesh,C1,LCMS_0729_0727_wordmeta,Noun,살,the soft part of a body,,Body & Senses,W000009303,S000000002,"meat,pulp"
jungle,A1,LCMS_0729_0727_wordmeta,Noun,덥고 나무가 아주 많은 숲,a hot forest with many trees,jungles,Nature & Weather,W000009304,S000000001,"forest,wilderness,rainforest"
card,A2,LCMS_0729_0727_wordmeta,Noun,종이 조각,a small piece of paper for writing or playing games,cards,Home & Objects,W000009305,S000000001,
card,A2,LCMS_0729_0727_wordmeta,Noun,카드,"a small, flat piece of plastic or thick paper",cards,Home & Objects,W000009305,S000000002,
outsider,C1,LCMS_0729_0727_wordmeta,Noun,어떤 모임에 속하지 않은 사람,a person who is not part of a group,outsiders,People & Family,W000009306,S000000001,"stranger,newcomer,foreigner"
care,B1,LCMS_0729_0727_wordmeta,Noun,"돌봄, 보살핌",the act of looking after someone or something,,Abstract Concepts,W000009307,S000000001,"attention,protection,responsibility"
care,B1,LCMS_0729_0727_wordmeta,Verb,걱정하다,to feel worried about someone or something,,Feelings & Emotions,W000009307,S000000002,"attention,protection,responsibility"
care,B1,LCMS_0729_0727_wordmeta,Verb,"신경 쓰다, 관심을 가지다",to be interested in or think about something,,Feelings & Emotions,W000009307,S000000003,"attention,protection,responsibility"
participation,B2,LCMS_0729_0727_wordmeta,Noun,"참여, 참가",the act of joining in something,participations,Abstract Concepts,W000009308,S000000001,"involvement,engagement,contribution"
assault,C1,LCMS_0729_0727_wordmeta,Noun,공격,a sudden attack,assaults,Society & Community,W000009309,S000000001,"attack,battery,mugging"
assault,C1,LCMS_0729_0727_wordmeta,Noun,폭행,a sudden physical attack,assaults,Society & Community,W000009309,S000000002,"attack,battery,mugging"
assault,C1,LCMS_0729_0727_wordmeta,Verb,공격하다,to attack someone suddenly,assaults,Society & Community,W000009309,S000000003,"attack,battery,mugging"
assault,C1,LCMS_0729_0727_wordmeta,Verb,폭행하다,to attack someone physically,assaults,Society & Community,W000009309,S000000004,"attack,battery,mugging"
damage,B1,LCMS_0729_0727_wordmeta,Noun,"손상, 피해",harm or hurt done to something,"damaged,damages,damaging",Abstract Concepts,W000009310,S000000001,"harm,injure,ruin,break,hurt"
damage,B1,LCMS_0729_0727_wordmeta,Verb,"손상시키다, 망가뜨리다",to hurt or break something,"damaged,damages,damaging",Actions & Verbs,W000009310,S000000002,"harm,injure,ruin,break,hurt"
boss,B1,LCMS_0729_0727_wordmeta,Noun,일을 시키는 사람,the person who tells workers what to do,"bossed,bosses,bossing",Work & Jobs,W000009311,S000000001,"command,order,direct,dictate"
boss,B1,LCMS_0729_0727_wordmeta,Verb,다른 사람에게 시키다,to tell other people what to do,"bossed,bosses,bossing",Actions & Verbs,W000009311,S000000002,"command,order,direct,dictate"
heighten,C1,LCMS_0729_0727_wordmeta,Verb,"높이다, 높아지다",to make something higher or become higher,"heightened,heightens,heightening",Actions & Verbs,W000009314,S000000001,"raise,elevate,increase"
heighten,C1,LCMS_0729_0727_wordmeta,Verb,더 강하게 만들다,to make a feeling or quality stronger,"heightened,heightens,heightening",Actions & Verbs,W000009314,S000000002,"raise,elevate,increase"
pattern,B1,LCMS_0729_0727_wordmeta,Noun,반복되는 무늬나 모양,a design that is repeated,patterns,Colors & Shapes,W000009315,S000000001,"design,motif,model"
pattern,B1,LCMS_0729_0727_wordmeta,Noun,어떤 일이 일어나는 방식이나 규칙,a way that things happen or are arranged,patterns,Abstract Concepts,W000009315,S000000002,"design,motif,model"
pattern,B1,LCMS_0729_0727_wordmeta,Verb,어떤 모양을 본떠서 만들다,to make something by copying a design,patterns,Actions & Verbs,W000009315,S000000003,"design,motif,model"
exercise,A1,LCMS_0729_0727_wordmeta,Noun,과제,a task given to do,exercises,School & Learning,W000009316,S000000001,"workout,physical activity,training"
exercise,A1,LCMS_0729_0727_wordmeta,Noun,"연습, 훈련",an activity to practice something,exercises,School & Learning,W000009316,S000000002,"workout,physical activity,training"
exercise,A1,LCMS_0729_0727_wordmeta,Noun,운동,physical activity to be healthy,exercises,Health & Body,W000009316,S000000003,"workout,physical activity,training"
exercise,A1,LCMS_0729_0727_wordmeta,Verb,운동하다,to do physical activity,exercises,Health & Body,W000009316,S000000004,"workout,physical activity,training"
labour,B2,LCMS_0729_0727_wordmeta,Noun,힘든 일,hard work that uses your body,,Work & Jobs,W000009318,S000000001,"work,toil,effort"
labour,B2,LCMS_0729_0727_wordmeta,Verb,"힘껏 일하다, 노력하다",to work very hard,,Work & Jobs,W000009318,S000000002,"work,toil,effort"
glorious,C1,LCMS_0729_0727_wordmeta,Adjective,"아주 멋진, 훌륭한",very beautiful or wonderful,"more glorious,most glorious",Abstract Concepts,W000009322,S000000001,"magnificent,splendid,superb,wonderful"
glorious,C1,LCMS_0729_0727_wordmeta,Adjective,영광스러운,having great honor or praise,"more glorious,most glorious",Abstract Concepts,W000009322,S000000002,"magnificent,splendid,superb,wonderful"
physics,A2,LCMS_0729_0727_wordmeta,Noun,물건이 어떻게 움직이는지 배우는 것,the study of how things move and work,,Science & Discovery,W000009324,S000000001,
cooking,B1,LCMS_0729_0727_wordmeta,Adjective,요리할 때 쓰는,used for making food,,Food & Drink,W000009326,S000000001,"cookery,cuisine,food preparation"
cooking,B1,LCMS_0729_0727_wordmeta,Noun,요리하기,the act of making food,,Food & Drink,W000009326,S000000002,"cookery,cuisine,food preparation"
cooking,B1,LCMS_0729_0727_wordmeta,Noun,요리하는 방법,a way to make food,,Food & Drink,W000009326,S000000003,"cookery,cuisine,food preparation"
demon,C1,LCMS_0729_0727_wordmeta,Noun,"악마, 나쁜 영혼",an evil spirit or monster,demons,Abstract Concepts,W000009327,S000000001,"devil,evil spirit,fiend"
protect,B1,LCMS_0729_0727_wordmeta,Verb,"보호하다, 지키다",to keep someone or something safe,"protected,protects,protecting",Actions & Verbs,W000009328,S000000001,"guard,defend,shield"
scooter,B1,LCMS_0729_0727_wordmeta,Noun,"스쿠터, 킥보드",a small board with two wheels that children ride,scooters,Places & Transport,W000009329,S000000001,
more,A1,LCMS_0729_0727_wordmeta,Adverb,더 많이,to a larger or greater amount,,Grammar & Function Words,W000009332,S000000001,"additional,extra,further"
more,A1,LCMS_0729_0727_wordmeta,Determiner,더 많은,a larger number or amount of something,,Grammar & Function Words,W000009332,S000000002,"additional,extra,further"
more,A1,LCMS_0729_0727_wordmeta,Pronoun,더 많은 것,a larger amount or number of something,,Grammar & Function Words,W000009332,S000000003,"additional,extra,further"
more,A1,LCMS_0729_0727_wordmeta,Adjective,더 많은,a quantifier meaning greater in size or amount or extent or degree,more,Abstract Concepts,W000009332,S000000004,more than
born,B1,LCMS_0729_0727_wordmeta,Adjective,타고난 재능이 있는,having a natural skill,,Abstract Concepts,W000009333,S000000001,"natural,innate,inherent"
born,B1,LCMS_0729_0727_wordmeta,Adjective,세상에 태어난,having come into the world as a baby,,People & Family,W000009333,S000000002,"natural,innate,inherent"
display,B1,LCMS_0729_0727_wordmeta,Noun,"전시, 진열",things shown for people to look at,"displayed,displays,displaying",Actions & Verbs,W000009334,S000000001,"show,exhibit,present"
display,B1,LCMS_0729_0727_wordmeta,Noun,화면,a screen that shows pictures or words,"displayed,displays,displaying",Technology & Media,W000009334,S000000002,"show,exhibit,present"
display,B1,LCMS_0729_0727_wordmeta,Verb,"보여주다, 전시하다",to show something so others can see it,"displayed,displays,displaying",Actions & Verbs,W000009334,S000000003,"show,exhibit,present"
kill,B1,LCMS_0729_0727_wordmeta,Verb,죽이다,to make someone or something die,"killed,kills,killing",Actions & Verbs,W000009339,S000000001,"slay,destroy"
disorder,B2,LCMS_0729_0727_wordmeta,Noun,"몸이나 마음의 병, 문제",an illness or problem in the body or mind,disorders,Health & Body,W000009343,S000000001,"mess,chaos,clutter"
disorder,B2,LCMS_0729_0727_wordmeta,Noun,"지저분함, 어수선함",a messy or untidy state,disorders,Abstract Concepts,W000009343,S000000002,"mess,chaos,clutter"
disorder,B2,LCMS_0729_0727_wordmeta,Verb,마음을 어지럽히거나 불안하게 만들거나 걱...,disturb in mind or make uneasy or cause to be worried or alarmed,"disorder,disordered",Actions & Verbs,W000009343,S000000003,"perturb,unhinge,disquiet,trouble,cark,distract"
percentage,B1,LCMS_0729_0727_wordmeta,Noun,"백분율, 비율",a part of a total shown out of 100,percentages,Numbers & Time,W000009361,S000000001,"proportion,rate,share"
talent,B1,LCMS_0729_0727_wordmeta,Noun,"재능, 재주",a natural skill to do something well,talents,Abstract Concepts,W000009362,S000000001,"gift,skill,aptitude"
negotiate,B2,LCMS_0729_0727_wordmeta,Verb,이야기해서 정하다,to talk with others to agree on something,"negotiated,negotiates,negotiating",Society & Community,W000009366,S000000001,"bargain,discuss,compromise"
speculation,B2,LCMS_0729_0727_wordmeta,Noun,위험하게 돈을 거는 일,the act of putting money into something risky to make more,speculations,Shopping & Money,W000009368,S000000001,"guess,conjecture,hypothesis"
speculation,B2,LCMS_0729_0727_wordmeta,Noun,"추측, 짐작",a guess about something when you do not know the facts,speculations,Abstract Concepts,W000009368,S000000002,"guess,conjecture,hypothesis"
cave,A2,LCMS_0729_0727_wordmeta,Noun,동굴,a large hole in a hill or rock,caves,Nature & Weather,W000009369,S000000001,"grotto,cavern"
package,B1,LCMS_0729_0727_wordmeta,Noun,소포,things wrapped in paper or put in a box,packages,Home & Objects,W000009370,S000000001,"parcel,bundle"
package,B1,LCMS_0729_0727_wordmeta,Verb,포장하다,to wrap things in paper or put in a box,packages,Actions & Verbs,W000009370,S000000002,"parcel,bundle"
pronunciation,B1,LCMS_0729_0727_wordmeta,Noun,단어를 말하는 소리,the way you say a word,pronunciations,School & Learning,W000009371,S000000001,"articulation,enunciation"
king,B1,LCMS_0729_0727_wordmeta,Noun,왕,a man who rules a country,kings,People & Family,W000009372,S000000001,"monarch,ruler,sovereign"
kind,A1,LCMS_0729_0727_wordmeta,Adjective,"친절한, 다정한",being friendly and nice to other people,"kinder,kindest",Feelings & Emotions,W000009373,S000000001,"nice,friendly,thoughtful,gentle"
kind,A1,LCMS_0729_0727_wordmeta,Noun,종류,a group of things that are similar,"kinder,kindest",Abstract Concepts,W000009373,S000000002,"nice,friendly,thoughtful,gentle"
kind,A1,LCMS_0729_0727_wordmeta,Adverb,공통된 특성이나 품질로 구별되는 사물의 범주,a category of things distinguished by some common characteristic or quality,"kind,kinder,kinds",Abstract Concepts,W000009373,S000000003,"sort,form,variety"
kind,A1,LCMS_0729_0727_wordmeta,Verb,공통된 특성이나 품질로 구별되는 사물의 범주,a category of things distinguished by some common characteristic or quality,"kind,kinder,kinds",Actions & Verbs,W000009373,S000000004,"sort,form,variety"
in the end,B1,LCMS_0729_0727_wordmeta,Adverb,결국,"finally, after everything has happened",,Grammar & Function Words,W000009375,S000000001,
in the end,B1,LCMS_0729_0727_wordmeta,Adverb,"결국, 마침내","finally, after a long time or effort",,Abstract Concepts,W000009375,S000000002,"finally,eventually"
both,A1,LCMS_0729_0727_wordmeta,Conjunction,~도 ~도 둘 다,used to talk about two things or people together,,Grammar & Function Words,W000009378,S000000001,
both,A1,LCMS_0729_0727_wordmeta,Determiner,"둘 다, 양쪽 다","meaning two people or things, all of them",,Grammar & Function Words,W000009378,S000000002,
most,A1,LCMS_0729_0727_wordmeta,Adverb,가장 ~하게,to the highest degree,,Grammar & Function Words,W000009381,S000000001,"majority,bulk"
most,A1,LCMS_0729_0727_wordmeta,Adverb,아주 많이,very much,,Grammar & Function Words,W000009381,S000000002,"majority,bulk"
most,A1,LCMS_0729_0727_wordmeta,Determiner,대부분의,almost all of a group or amount,,Grammar & Function Words,W000009381,S000000003,"majority,bulk"
most,A1,LCMS_0729_0727_wordmeta,Pronoun,가장 많은 양이나 수,the largest amount or number,,Grammar & Function Words,W000009381,S000000004,"majority,bulk"
most,A1,LCMS_0729_0727_wordmeta,Adjective,(quantifier meaning the gr),quantifier meaning the greatest in number,most,Abstract Concepts,W000009381,S000000005,
transfer,B1,LCMS_0729_0727_wordmeta,Noun,"이동, 옮기기",the act of moving from one place to another,transfers,Actions & Verbs,W000009385,S000000001,"move,relocation,shift"
transfer,B1,LCMS_0729_0727_wordmeta,Noun,환승,changing from one bus or train to another,transfers,Places & Transport,W000009385,S000000002,"move,relocation,shift"
transfer,B1,LCMS_0729_0727_wordmeta,Verb,"보내다, 이체하다",to move money or information to another place,transfers,Actions & Verbs,W000009385,S000000003,"move,relocation,shift"
transfer,B1,LCMS_0729_0727_wordmeta,Verb,"옮기다, 이동하다",to move something or someone to a different place,transfers,Actions & Verbs,W000009385,S000000004,"move,relocation,shift"
affection,C1,LCMS_0729_0727_wordmeta,Noun,"애정, 사랑",a warm feeling of liking or love,affections,Feelings & Emotions,W000009387,S000000001,"fondness,love,care"
insert,B2,LCMS_0729_0727_wordmeta,Verb,"안에 넣다, 끼우다",to put something into another thing,"inserted,inserts,inserting",Actions & Verbs,W000009395,S000000001,"put in,place in,slide in,introduce"
forbid,B2,LCMS_0729_0727_wordmeta,Verb,"금지하다, 못하게 하다",to tell someone they cannot do something,"forbade,forbidden,forbids,forbidding",Actions & Verbs,W000009396,S000000001,"prohibit,ban,disallow"
inspiration,C1,LCMS_0729_0727_wordmeta,Noun,"좋은 생각, 새로운 생각",a good new idea that helps you do something,inspirations,Abstract Concepts,W000009397,S000000001,"muse,stimulus,motivation,encouragement"
inspiration,C1,LCMS_0729_0727_wordmeta,Noun,"힘을 주는 것, 용기",a feeling that makes you want to do something good,inspirations,Abstract Concepts,W000009397,S000000002,"muse,stimulus,motivation,encouragement"
